color:ID
#ff0000
#d2b48c
#0000ff
#d02627
#ffffff
#2b273e
#000000
#eeeeee
#aaaadd
#555566
#dddddd
#222222
#999999
#555555
#a52a2a
#e5e0d9
#e6e6e6
#cccccc
#d90000
#a30000
#23965e
#1a7046
#3489ba
#27678b
#666666
#132328
#4682b4
#008000
#f08080
#ff7f50
#b0c4de
#ffff00
#333333
#001122
#ccccff
#1c425c
#19162b
#1f77b4
#ff7f0e
#2ca02c
#d62728
#9467bd
#8c564b
#e377c2
#7f7f7f
#bcbd22
#17becf
#3182bd
#6baed6
#9ecae1
#c6dbef
#e6550d
#fd8d3c
#fdae6b
#fdd0a2
#31a354
#74c476
#a1d99b
#c7e9c0
#756bb1
#9e9ac8
#bcbddc
#dadaeb
#636363
#969696
#bdbdbd
#d9d9d9
#aec7e8
#ffbb78
#98df8a
#ff9896
#c5b0d5
#c49c94
#f7b6d2
#c7c7c7
#dbdb8d
#9edae5
#bbeeaa
#f6f6f6
#444444
#3366dd
#aaaaaa
#888888
#ffd700
#f0f8ff
#336699
#9acd32
#adff2f
#ffa500
#ff8c00
#808080
#00ff00
#00ffff
#ff00ff
#e78f08
#f6a828
#1c94c4
#fbcb09
#fdf5ce
#c77405
#fbd850
#eb8f00
#fed22f
#ffe45c
#363636
#cd0a0a
#b81900
#dc143c
#32cd32
#6495ed
#00cc00
#cc0000
#33cccc
#777777
#fdffcc
#242a42
#d0d0d0
#494949
#b21f24
#009f01
#f5f5dc
#e7e7e7
#facfcf
#ffeeb6
#f7f2c5
#707f0e
#bbbbbb
#ffc0cb
#add8e6
#b3a66f
#87849a
#809486
#dc8659
#e3d194
#7e6051
#42373d
#5f6934
#faebd7
#7fffd4
#f0ffff
#ffe4c4
#ffebcd
#8a2be2
#deb887
#5f9ea0
#7fff00
#d2691e
#fff8dc
#00008b
#008b8b
#b8860b
#a9a9a9
#006400
#bdb76b
#8b008b
#556b2f
#9932cc
#8b0000
#e9967a
#8fbc8f
#483d8b
#2f4f4f
#00ced1
#9400d3
#ff1493
#00bfff
#696969
#1e90ff
#b22222
#fffaf0
#228b22
#dcdcdc
#f8f8ff
#daa520
#f0fff0
#ff69b4
#cd5c5c
#4b0082
#fffff0
#f0e68c
#e6e6fa
#fff0f5
#7cfc00
#fffacd
#e0ffff
#fafad2
#d3d3d3
#90ee90
#ffb6c1
#ffa07a
#20b2aa
#87cefa
#778899
#ffffe0
#faf0e6
#800000
#66cdaa
#0000cd
#ba55d3
#9370db
#3cb371
#7b68ee
#00fa9a
#48d1cc
#c71585
#191970
#f5fffa
#ffe4e1
#ffe4b5
#ffdead
#000080
#fdf5e6
#808000
#6b8e23
#ff4500
#da70d6
#eee8aa
#98fb98
#afeeee
#db7093
#ffefd5
#ffdab9
#cd853f
#dda0dd
#b0e0e6
#800080
#bc8f8f
#4169e1
#8b4513
#fa8072
#f4a460
#2e8b57
#fff5ee
#a0522d
#c0c0c0
#87ceeb
#6a5acd
#708090
#fffafa
#00ff7f
#008080
#d8bfd8
#ff6347
#40e0d0
#ee82ee
#f5deb3
#f5f5f5
#393b79
#5254a3
#6b6ecf
#9c9ede
#637939
#8ca252
#b5cf6b
#cedb9c
#8c6d31
#bd9e39
#e7ba52
#e7cb94
#843c39
#ad494a
#d6616b
#e7969c
#7b4173
#a55194
#ce6dbd
#de9ed6
#c2c2c2
#000099
#eeee33
#00b3dc
#99ccff
#111199
#110011
#110099
#111155
#111166
#111144
#110000
#111111
#110033
#111188
#5babfc
#5599ff
#e5f5f9
#2ca25f
#446688
#88ddff
#416685
#db704d
#d2d0c6
#ecd08d
#f8edd3
#00ffaa
#ff00aa
#aaccee
#bbddff
#63aece
#2c7fb8
#41b6c4
#7fcdbb
#c7e9b4
#ffffcc
#6e006e
#63419a
#333300
#ffff77
#ffff33
#ffef93
#f1f1f1
#d73027
#1e6189
#990033
#fe0000
#feeeee
#ffffbf
#dbe4f0
#c8c8c8
#1f78b4
#ccff33
#031f73
#00add0
#878800
#00aa00
#005500
#880000
#ffcc00
#ff9900
#08519c
#bdd7e7
#bae4b3
#006d2c
#109618
#dc3912
#e0e0e0
#c63310
#4684ee
#009269
#910052
#2d2d2d
#bebebe
#3366cc
#dd4b39
#dd8e27
#990000
#eff3fb
#e5e5e5
#edfeea
#4d90fe
#4787ed
#3079ed
#2f5bb7
#357ae8
#b9b9b9
#a0a0a0
#c6c6c6
#f8f8f8
#ececec
#b6b6b6
#d14836
#c13828
#c53727
#b0281a
#af301f
#992a1b
#686868
#4c4c4c
#1122cc
#0000cc
#1111cc
#6611cc
#aadddd
#ebebeb
#3d9400
#398a00
#29691d
#368200
#2d6200
#4273db
#3399ff
#f0f0f0
#bbaacc
#3399cc
#dba26a
#bae4bc
#7bccc4
#43a2ca
#0868ac
#aaccaa
#eecc66
#8a231c
#6d856e
#2b8cbe
#5e735f
#787878
#cdcdcd
#bfbfbf
#005982
#971c20
#29a1e1
#020b1a
#881133
#fff7bc
#fec44f
#d95f0e
#efedf5
#807dba
#6a51a3
#54278f
#3f007d
#ff3333
#ffaaaa
#ffeeee
#fff7ec
#fee8c8
#fdd49e
#fdbb84
#fc8d59
#ef6548
#d7301f
#b30000
#7f0000
#fff7fb
#ece7f2
#d0d1e6
#a6bddb
#74a9cf
#3690c0
#0570b0
#045a8d
#023858
#f7fcfd
#e0ecf4
#bfd3e6
#9ebcda
#8c96c6
#8c6bb1
#88419d
#810f7c
#4d004b
#fff5eb
#fee6ce
#f16913
#d94801
#a63603
#7f2704
#ccece6
#99d8c9
#66c2a4
#41ae76
#238b45
#00441b
#ffffe5
#fee391
#fe9929
#ec7014
#cc4c02
#993404
#662506
#f7fcb9
#d9f0a3
#addd8e
#78c679
#41ab5d
#238443
#006837
#004529
#fff5f0
#fee0d2
#fcbba1
#fc9272
#fb6a4a
#ef3b2c
#cb181d
#a50f15
#67000d
#fff7f3
#fde0dd
#fcc5c0
#fa9fb5
#f768a1
#dd3497
#ae017e
#7a0177
#49006a
#f7fcf5
#e5f5e0
#ffffd9
#edf8b1
#1d91c0
#225ea8
#253494
#081d58
#fcfbfd
#f7fcf0
#e0f3db
#ccebc5
#a8ddb5
#4eb3d3
#084081
#737373
#525252
#252525
#ffeda0
#fed976
#feb24c
#fc4e2a
#e31a1c
#bd0026
#800026
#f7f4f9
#e7e1ef
#d4b9da
#c994c7
#df65b0
#e7298a
#ce1256
#980043
#67001f
#f7fbff
#deebf7
#4292c6
#2171b5
#08306b
#ece2f0
#67a9cf
#02818a
#016c59
#014636
#9e0142
#d53e4f
#f46d43
#fdae61
#fee08b
#e6f598
#abdda4
#66c2a5
#3288bd
#5e4fa2
#a50026
#d9ef8b
#a6d96a
#66bd63
#1a9850
#b2182b
#d6604d
#f4a582
#fddbc7
#f7f7f7
#d1e5f0
#92c5de
#4393c3
#2166ac
#053061
#8e0152
#c51b7d
#de77ae
#f1b6da
#fde0ef
#e6f5d0
#b8e186
#7fbc41
#4d9221
#276419
#40004b
#762a83
#9970ab
#c2a5cf
#e7d4e8
#d9f0d3
#a6dba0
#5aae61
#1b7837
#fee090
#e0f3f8
#abd9e9
#74add1
#4575b4
#313695
#543005
#8c510a
#bf812d
#dfc27d
#f6e8c3
#c7eae5
#80cdc1
#35978f
#01665e
#003c30
#bababa
#878787
#4d4d4d
#1a1a1a
#7f3b08
#b35806
#e08214
#fdb863
#fee0b6
#d8daeb
#b2abd2
#8073ac
#542788
#2d004b
#fc8d62
#8da0cb
#e78ac3
#a6d854
#ffd92f
#e5c494
#b3b3b3
#7fc97f
#beaed4
#fdc086
#ffff99
#386cb0
#f0027f
#bf5b17
#e41a1c
#377eb8
#4daf4a
#984ea3
#ff7f00
#a65628
#f781bf
#8dd3c7
#ffffb3
#bebada
#fb8072
#80b1d3
#fdb462
#b3de69
#fccde5
#bc80bd
#ffed6f
#1b9e77
#d95f02
#7570b3
#66a61e
#e6ab02
#a6761d
#a6cee3
#b2df8a
#33a02c
#fb9a99
#fdbf6f
#cab2d6
#6a3d9a
#b15928
#b3e2cd
#fdcdac
#cbd5e8
#f4cae4
#e6f5c9
#fff2ae
#f1e2cc
#fbb4ae
#b3cde3
#decbe4
#fed9a6
#e5d8bd
#fddaec
#f2f2f2
#d1beb0
#343434
#89b6db
#c2e699
#005a32
#a1dab4
#0c2c84
#f0f9e8
#08589e
#edf8fb
#b2e2e2
#005824
#1c9099
#f6eff7
#bdc9e1
#016450
#f1eef6
#034e7b
#8856a7
#6e016b
#c51b8a
#feebe2
#fbb4b9
#dd1c77
#d7b5d8
#91003f
#e34a33
#fef0d9
#fdcc8a
#f03b20
#ffffb2
#fecc5c
#b10026
#ffffd4
#fed98e
#8c2d04
